finaldays,Date,Teams,Side,Opponent,Won,Ban1,Ban2,Ban3,Ban4,Ban5,Ban6,Pick1,Pick2,Pick3,Pick4,Pick5,Pick6,Ban7,Ban8,Ban9,Ban10,Pick7,Pick8,Pick9,Pick10
-246.495,2025-01-25T19:09:02.247Z,Movistar KOI,red,GIANTX,TRUE,Azir,Skarner,Zyra,Viktor,Kalista,Maokai,K'Sante,Vi,Corki,Ezreal,Sejuani,Ambessa,Yone,Kai'Sa,Sylas,Orianna,Taliyah,Poppy,Akali,Braum
-245.495,2025-01-26T20:38:20.781Z,Movistar KOI,red,Team BDS,TRUE,Corki,Skarner,Vi,Maokai,Jayce,Varus,K'Sante,Ambessa,Zyra,Viktor,Sejuani,Yone,Alistar,Kalista,Ashe,Braum,Ezreal,Rell,Jinx,Leona
-244.495,2025-01-27T20:50:33.675Z,Movistar KOI,red,SK Gaming,TRUE,Zyra,Skarner,Kalista,Maokai,K'Sante,Rumble,Viktor,Corki,Vi,Sejuani,Ezreal,Ambessa,Renekton,Azir,Jayce,Orianna,Hwei,Rakan,Jax,Nautilus
-240.05812500000002,2025-02-01T19:44:14.015Z,Movistar KOI,red,Team Heretics,FALSE,Zyra,Skarner,Vi,Maokai,Kalista,Varus,Corki,Ezreal,Nidalee,K'Sante,Lillia,Ambessa,Azir,Smolder,Yone,Jayce,Draven,Rell,Braum,NA
-239.05812500000002,2025-02-02T20:42:12.188Z,Movistar KOI,red,G2 Esports,FALSE,Jayce,Skarner,Zyra,Kalista,K'Sante,Draven,Ezreal,Varus,Vi,Wukong,Leona,Rakan,Maokai,Ambessa,Viktor,Gnar,Taliyah,Ornn,Aurora,Gwen
-238.05812500000002,2025-02-03T17:55:49.592Z,Movistar KOI,blue,Rogue,TRUE,Azir,Skarner,Kalista,Zyra,Vi,Maokai,Corki,Varus,Xin Zhao,Ziggs,Rell,Alistar,Nidalee,Poppy,Lillia,K'Sante,Viktor,Jayce,Sejuani,Sion
-225.05812500000002,2025-02-16T17:07:51.521Z,Movistar KOI,blue,Team BDS,TRUE,Mel,Skarner,Maokai,Vi,Nidalee,Nocturne,Zyra,Ambessa,Viego,K'Sante,Rell,Aurora,Yone,Alistar,Ezreal,Poppy,Corki,Azir,Kalista,Rakan
-225.05812500000002,2025-02-16T17:59:41.101Z,Movistar KOI,red,Team BDS,TRUE,Vi,Skarner,Nocturne,Mel,Braum,Jayce,Maokai,Yone,Sejuani,Tristana,Varus,Ezreal,Elise,Leona,Poppy,Ornn,Nautilus,Rumble,Renata Glasc,Karma
-224.05812500000002,2025-02-17T19:18:50.409Z,Movistar KOI,red,Karmine Corp,FALSE,Rell,Skarner,Zyra,Kalista,Azir,Jayce,Ambessa,Vi,K'Sante,Maokai,Ezreal,Kai'Sa,Corki,Ahri,Viktor,Orianna,Aurora,Poppy,Taliyah,Braum
-224.05812500000002,2025-02-17T20:07:31.983Z,Movistar KOI,blue,Karmine Corp,FALSE,Varus,Skarner,Draven,Zyra,Corki,Rell,Azir,Kalista,Viktor,Xayah,Rakan,Renata Glasc,Sejuani,Xin Zhao,Ivern,Pantheon,Wukong,Karma,Lee Sin,Jayce
-218.05812500000002,2025-02-23T20:14:50.531Z,Movistar KOI,blue,GIANTX,TRUE,Poppy,Skarner,Varus,Zyra,Nocturne,Kalista,Vi,Ambessa,Sejuani,Yone,Ezreal,Kai'Sa,Rumble,Azir,Braum,Akali,Rell,Rakan,Vex,Lee Sin
-218.05812500000002,2025-02-23T21:10:27.257Z,Movistar KOI,red,GIANTX,TRUE,Zyra,Skarner,Kalista,Nocturne,Ivern,Maokai,K'Sante,Azir,Corki,Varus,Xin Zhao,Poppy,Taliyah,Wukong,Ahri,Pantheon,Nidalee,Nautilus,Orianna,Braum
-213.05812500000002,2025-02-28T17:09:43.345Z,Movistar KOI,red,Fnatic,FALSE,Zyra,Kalista,Ambessa,Skarner,Azir,Poppy,Vi,K'Sante,Maokai,Ezreal,Rell,Yone,Smolder,Rakan,Ahri,Renata Glasc,Kai'Sa,Corki,Rumble,Alistar
-213.05812500000002,2025-02-28T18:08:41.726Z,Movistar KOI,blue,Fnatic,FALSE,Poppy,Zyra,Kalista,Skarner,Pantheon,Ambessa,Azir,Xin Zhao,Varus,Jinx,Sejuani,Taliyah,Braum,Olaf,Gnar,Gangplank,Nautilus,Ornn,Leona,Gwen
-213.05812500000002,2025-02-28T18:57:03.125Z,Movistar KOI,blue,Fnatic,TRUE,Poppy,Skarner,Ivern,Ambessa,Pantheon,Zyra,Kalista,Draven,Aurora,Braum,Ahri,Renata Glasc,Nidalee,Nocturne,Viego,Wukong,Lee Sin,Sion,Jarvan IV,Cho'Gath
-213.05812500000002,2025-02-28T19:58:26.599Z,Movistar KOI,red,Fnatic,FALSE,Zyra,Caitlyn,Nidalee,Rakan,Ambessa,Poppy,Skarner,Sivir,Lulu,Zeri,Karma,Amumu,Smolder,Gnar,Orianna,Hwei,Ryze,Syndra,Jayce,Camille
-181.62125000000003,2025-03-29T17:19:47.994Z,Movistar KOI,red,G2 Esports,FALSE,Naafiri,Kalista,Akali,Poppy,Jayce,Warwick,Gwen,Aurora,Skarner,Maokai,Yone,Azir,Rakan,Braum,Draven,Varus,Ezreal,Kai'Sa,Rell,Alistar
-181.62125000000003,2025-03-29T18:07:10.552Z,Movistar KOI,blue,G2 Esports,TRUE,Kalista,Naafiri,Poppy,Zyra,Warwick,Vi,Varus,Ashe,Xin Zhao,Taliyah,Rakan,Nautilus,Pantheon,Renekton,Jarvan IV,K'Sante,Ahri,Ambessa,Sejuani,Sett
-181.62125000000003,2025-03-29T19:26:13.028Z,Movistar KOI,blue,G2 Esports,FALSE,Kalista,Naafiri,Draven,Vi,Lulu,Jayce,Zyra,Caitlyn,Dr. Mundo,Corki,Braum,Neeko,K'Sante,Orianna,Rumble,Cho'Gath,Viktor,Sion,Tristana,Gnar
-180.62125000000003,2025-03-30T16:54:31.036Z,Movistar KOI,red,Karmine Corp,FALSE,Vi,Kalista,Gwen,Jayce,Naafiri,Maokai,Varus,Skarner,Yone,Sylas,Lillia,Rell,Poppy,Ziggs,Rakan,Aurora,Ezreal,Alistar,Gnar,Annie
-180.62125000000003,2025-03-30T17:44:42.870Z,Movistar KOI,blue,Karmine Corp,TRUE,Kalista,Gwen,Jayce,Vi,Maokai,Naafiri,Aurora,Ashe,Sejuani,Xin Zhao,Taliyah,Ambessa,Jhin,Braum,Corki,Poppy,Akali,Kai'Sa,Nautilus,Renata Glasc
-180.62125000000003,2025-03-30T18:41:46.242Z,Movistar KOI,red,Karmine Corp,FALSE,Gwen,Kalista,Vi,Maokai,Naafiri,Azir,Jayce,Pantheon,Viktor,Miss Fortune,Ivern,Rakan,Poppy,Sion,Leona,Corki,Sivir,Hwei,Elise,Gragas
-173.184375,2025-04-07T17:20:00.719Z,Movistar KOI,blue,Team Heretics,TRUE,Jax,Gwen,Jayce,Maokai,Ivern,Kalista,Varus,Corki,Zyra,Rumble,Yone,Ambessa,Skarner,Rell,Vi,Braum,Leona,Sejuani,Rakan,Tristana
-173.184375,2025-04-07T18:11:39.408Z,Movistar KOI,red,Team Heretics,TRUE,Gwen,Maokai,Azir,Ivern,Kalista,Jax,Skarner,Vi,Aurora,Viktor,Rell,Alistar,Miss Fortune,Jayce,Xayah,Gnar,Kai'Sa,K'Sante,Draven,Taliyah
-167.184375,2025-04-13T17:00:29.636Z,Movistar KOI,red,Team BDS,TRUE,Vi,Maokai,Yone,Jayce,Aurora,Rell,Rumble,Varus,Azir,Skarner,Taliyah,Ivern,Jhin,Braum,Miss Fortune,Leona,Ezreal,Nautilus,Ashe,Alistar
-167.184375,2025-04-13T17:50:15.541Z,Movistar KOI,blue,Team BDS,TRUE,Jayce,Yone,Nidalee,Vi,Jax,Maokai,Gwen,Zyra,Gnar,Rell,Miss Fortune,Jhin,Sejuani,Poppy,Naafiri,Leona,Braum,Xin Zhao,Aurora,Viktor
-159.184375,2025-04-21T17:55:11.713Z,Movistar KOI,red,Team Vitality,FALSE,Aurora,Kalista,Varus,Jayce,Vi,Yone,Rumble,Xin Zhao,Taliyah,Pantheon,Viktor,Gwen,Alistar,Rakan,Braum,Miss Fortune,Rell,Kai'Sa,Poppy,Jhin
-159.184375,2025-04-21T18:47:52.689Z,Movistar KOI,blue,Team Vitality,FALSE,Kalista,Vi,Jayce,Yone,Maokai,Azir,Varus,Naafiri,Miss Fortune,Skarner,Ahri,Ryze,Braum,Renekton,Ambessa,Yasuo,Rakan,Alistar,Gnar,Sylas
-154.184375,2025-04-26T16:51:59.206Z,Movistar KOI,blue,Fnatic,FALSE,Kalista,Yone,Poppy,Vi,Gwen,Varus,Rumble,Taliyah,Pantheon,Naafiri,Ahri,Kai'Sa,Miss Fortune,Galio,Xayah,Ambessa,Warwick,Corki,Rell,Alistar
-154.184375,2025-04-26T17:50:22.513Z,Movistar KOI,blue,Fnatic,TRUE,Kalista,Varus,Poppy,Vi,Jax,Gwen,Yone,Azir,Xin Zhao,Ezreal,Sejuani,Miss Fortune,Leona,Renekton,Braum,Jayce,Nautilus,Ambessa,Rakan,Wukong
-154.184375,2025-04-26T18:41:19.003Z,Movistar KOI,blue,Fnatic,TRUE,Kalista,Varus,Lucian,Aurora,Poppy,Ashe,Gwen,Jayce,Vi,Skarner,Neeko,Viktor,Aurelion Sol,Leona,Jhin,Caitlyn,Xayah,Tristana,Sylas,Renata Glasc
-153.184375,2025-04-27T16:42:53.523Z,Movistar KOI,blue,GIANTX,TRUE,Kalista,Varus,Poppy,Naafiri,Maokai,Yone,Vi,Taliyah,Pantheon,Ahri,Kai'Sa,Xayah,Nautilus,Rakan,Ambessa,Jax,Gwen,Rumble,Rell,Alistar
-153.184375,2025-04-27T17:49:10.997Z,Movistar KOI,red,GIANTX,FALSE,Naafiri,Kalista,Ezreal,Yone,Azir,Jax,Varus,Miss Fortune,Maokai,Nidalee,Leona,Rakan,Renekton,Ambessa,Gnar,Jayce,Aurora,Sion,Tristana,Corki
-153.184375,2025-04-27T18:40:56.345Z,Movistar KOI,blue,GIANTX,TRUE,Kalista,Naafiri,Jax,Yone,Sylas,Azir,Ambessa,Viktor,Sejuani,Xin Zhao,Neeko,Renekton,Ezreal,Nautilus,Hwei,Lucian,Zeri,Caitlyn,Aurelion Sol,Blitzcrank
-144.7475,2025-05-05T16:44:13.590Z,Movistar KOI,blue,SK Gaming,TRUE,Sejuani,Varus,Jayce,Vi,Poppy,Yone,Taliyah,Pantheon,Ryze,Xin Zhao,Rumble,Ezreal,Kai'Sa,Rell,Kalista,Gwen,Aatrox,Xayah,Rakan,Annie
-144.7475,2025-05-05T17:33:41.466Z,Movistar KOI,red,SK Gaming,TRUE,Yone,Jayce,Varus,Vi,Sejuani,Azir,Naafiri,Poppy,Viktor,Sylas,Corki,Rell,Neeko,Ambessa,Alistar,Nidalee,Zeri,Gwen,Gragas,Kennen
-137.7475,2025-05-12T16:51:31.031Z,Movistar KOI,red,Rogue,TRUE,Gwen,Yone,Nidalee,Jayce,Varus,Rumble,Taliyah,Vi,Ahri,Pantheon,Kai'Sa,Ambessa,Renekton,Poppy,Jax,Neeko,Rakan,Yorick,Rell,Xayah
-137.7475,2025-05-12T17:43:24.857Z,Movistar KOI,red,Rogue,TRUE,Gwen,Jayce,Nidalee,Yone,Neeko,Jhin,Varus,Rumble,Azir,Xin Zhao,Aurora,Naafiri,Leona,Ezreal,Poppy,Miss Fortune,Renata Glasc,Orianna,Karma,Kalista
-124.7475,2025-05-25T15:08:59.673Z,Movistar KOI,red,Karmine Corp,TRUE,Gwen,Maokai,Varus,Yone,Taliyah,Azir,Rumble,Vi,Ahri,Xin Zhao,Sylas,Galio,Senna,Miss Fortune,Neeko,Nautilus,Xayah,Ezreal,Rakan,Rell
-124.7475,2025-05-25T16:01:05.692Z,Movistar KOI,red,Karmine Corp,FALSE,Gwen,Jayce,Varus,Maokai,Azir,Poppy,Yone,Kai'Sa,Pantheon,Sejuani,Ambessa,Akali,Senna,Renekton,Miss Fortune,Nautilus,Neeko,Kalista,Leona,Jax
-124.7475,2025-05-25T17:02:44.936Z,Movistar KOI,blue,Karmine Corp,TRUE,Maokai,Gwen,Jayce,Azir,Lillia,Naafiri,Taliyah,Varus,Skarner,Senna,Nautilus,Viktor,Jarvan IV,Aatrox,Wukong,Sion,Alistar,Trundle,Nidalee,Gnar
-124.7475,2025-05-25T17:58:32.596Z,Movistar KOI,red,Karmine Corp,FALSE,Poppy,Jayce,Wukong,Zeri,Gwen,Azir,Maokai,Lucian,Naafiri,Hwei,Miss Fortune,Sion,Aatrox,Braum,Renekton,Nami,Aurora,Camille,Gragas,Karma
-124.7475,2025-05-25T18:55:46.920Z,Movistar KOI,blue,Karmine Corp,TRUE,Lillia,Gwen,Jayce,Azir,Lulu,Orianna,Ryze,Wukong,Zoe,Poppy,Braum,Jhin,K'Sante,Bard,Ashe,Fiddlesticks,Pyke,Tristana,Ornn,Aatrox
-123.74750000000006,2025-05-26T15:09:20.500Z,Movistar KOI,blue,G2 Esports,FALSE,Taliyah,Maokai,Yone,Azir,Gwen,Vi,Pantheon,Senna,Nautilus,Smolder,Rell,Wukong,Rumble,Warwick,Sylas,Jax,Ahri,Ambessa,Ryze,Camille
-123.74750000000006,2025-05-26T16:02:00.571Z,Movistar KOI,blue,G2 Esports,FALSE,Warwick,Maokai,Yone,Vi,Jax,Gwen,Azir,Taliyah,Varus,Ezreal,Leona,Alistar,Rumble,Xin Zhao,Nidalee,Poppy,Naafiri,Ivern,Jayce,Sion
-123.74750000000006,2025-05-26T17:07:05.821Z,Movistar KOI,blue,G2 Esports,TRUE,Kalista,Maokai,Neeko,Vi,Lucian,Rakan,Kai'Sa,Braum,Xayah,Yone,Rumble,Gwen,Sejuani,Akali,Jarvan IV,Aurora,Trundle,Lillia,Renata Glasc,Annie
-123.74750000000006,2025-05-26T18:02:21.451Z,Movistar KOI,red,G2 Esports,FALSE,Nidalee,Lucian,Vi,Jax,Poppy,Kalista,Maokai,Neeko,Miss Fortune,Blitzcrank,Draven,Sejuani,Yasuo,Sylas,Yorick,Gnar,K'Sante,Tristana,Swain,Viktor
-112.31062499999996,2025-06-07T15:10:09.054Z,Movistar KOI,blue,Karmine Corp,FALSE,Jayce,Vi,Maokai,Taliyah,Yone,Azir,Senna,Pantheon,Kalista,Ahri,Gwen,Ryze,Nautilus,Renata Glasc,Poppy,Rumble,Akali,Wukong,Rell,Rakan
-112.31062499999996,2025-06-07T16:02:22.998Z,Movistar KOI,blue,Karmine Corp,TRUE,Jayce,Vi,Maokai,Taliyah,Varus,Rumble,Yone,Azir,Lucian,Kai'Sa,Neeko,Nami,Trundle,Xin Zhao,Sejuani,Jax,Skarner,Naafiri,Nautilus,Nidalee
-112.31062499999996,2025-06-07T17:01:21.998Z,Movistar KOI,red,Karmine Corp,TRUE,Vi,Taliyah,Trundle,Jayce,Galio,Maokai,Rumble,Varus,Xin Zhao,Jhin,Nocturne,Alistar,Poppy,Ornn,Orianna,Xayah,Tristana,Viktor,Gragas,Kassadin
-112.31062499999996,2025-06-07T17:49:31.702Z,Movistar KOI,red,Karmine Corp,FALSE,Vi,Taliyah,Braum,Jayce,Renata Glasc,Maokai,Leona,Ambessa,Ezreal,Lillia,Corki,Poppy,Renekton,Syndra,Miss Fortune,Aurora,Ivern,Sivir,Sion,Smolder
-112.31062499999996,2025-06-07T18:35:52.321Z,Movistar KOI,blue,Karmine Corp,TRUE,Jayce,Vi,Hwei,Taliyah,Jarvan IV,Braum,Maokai,Miss Fortune,Sejuani,Jinx,Blitzcrank,Sylas,Aurora,Mel,Sett,Bard,Galio,K'Sante,Cassiopeia,Renekton
-111.31062499999996,2025-06-08T15:13:33.821Z,Movistar KOI,red,G2 Esports,TRUE,Yone,Pantheon,Senna,Maokai,Vi,Varus,Taliyah,Ahri,Xin Zhao,Wukong,Neeko,Gwen,Warwick,Nautilus,Jax,Rell,Xayah,Gnar,Kalista,Rakan
-111.31062499999996,2025-06-08T16:15:10.423Z,Movistar KOI,red,G2 Esports,TRUE,Yone,Azir,Vi,Maokai,Rumble,Poppy,Senna,Pantheon,Varus,Nautilus,Trundle,Rell,Warwick,Viktor,Jax,Renekton,Ambessa,Ryze,Camille,Galio
-111.31062499999996,2025-06-08T17:13:25.197Z,Movistar KOI,red,G2 Esports,FALSE,Rumble,Maokai,Yone,Azir,Naafiri,Lucian,Vi,Poppy,Nidalee,Kai'Sa,Alistar,Braum,Warwick,Tristana,Jax,Viktor,Zeri,Sion,Annie,Sylas
-111.31062499999996,2025-06-08T18:09:21.180Z,Movistar KOI,blue,G2 Esports,TRUE,Lucian,Yone,Maokai,Azir,Draven,Rumble,Leona,Jinx,Thresh,Ezreal,Naafiri,Skarner,Akali,Jax,Aurelion Sol,Tristana,Orianna,K'Sante,Kassadin,Dr. Mundo
-49.436874999999986,2025-08-09T16:57:11.067Z,Movistar KOI,blue,GIANTX,FALSE,Sion,Varus,Jax,Gwen,Yone,Vi,Azir,Taliyah,Trundle,Wukong,Aurora,K'Sante,Yunara,Corki,Rakan,Aphelios,Kai'Sa,Sivir,Neeko,Nautilus
-49.436874999999986,2025-08-09T17:54:19.159Z,Movistar KOI,blue,GIANTX,TRUE,Jax,Varus,Annie,Gwen,Poppy,Yone,Sion,Xin Zhao,Orianna,Pantheon,Galio,Cho'Gath,Jinx,Aphelios,Yunara,Lucian,Xayah,Rakan,Ezreal,Rell
-49.436874999999986,2025-08-09T18:41:47.772Z,Movistar KOI,red,GIANTX,TRUE,Yunara,Varus,Ambessa,Annie,Vi,Gwen,Rumble,Ryze,Poppy,Maokai,Yone,Ornn,Ziggs,Jinx,Braum,Corki,Aphelios,Jhin,Bard,Alistar
-48.436874999999986,2025-08-10T16:57:38.285Z,Movistar KOI,red,Karmine Corp,FALSE,Gwen,Jayce,Trundle,Varus,Taliyah,Sion,Azir,Yone,Aurora,Rumble,Skarner,Lillia,Neeko,Nautilus,Rakan,Rell,Alistar,Yunara,Milio,Aphelios
-48.436874999999986,2025-08-10T17:46:55.108Z,Movistar KOI,blue,Karmine Corp,TRUE,Jayce,Varus,Jax,Vi,Trundle,Gwen,Taliyah,Sion,Annie,Poppy,Ambessa,Xin Zhao,Nautilus,Xayah,Rell,Neeko,Jinx,Rakan,Sivir,Lulu
-48.436874999999986,2025-08-10T18:36:22.245Z,Movistar KOI,red,Karmine Corp,FALSE,Trundle,Jayce,Gwen,Varus,Wukong,Braum,Vi,Pantheon,Rell,K'Sante,Neeko,Xayah,Ezreal,Galio,Kai'Sa,Ryze,Orianna,Corki,Viktor,Ornn
-42.436874999999986,2025-08-16T15:07:27.164Z,Movistar KOI,blue,Natus Vincere,TRUE,Nautilus,Varus,Taliyah,Gwen,Aurora,Yone,Azir,Sion,Jinx,Trundle,Ambessa,Zyra,Neeko,Alistar,Braum,Rell,Akali,Kai'Sa,Rakan,Leona
-42.436874999999986,2025-08-16T16:02:45.872Z,Movistar KOI,red,Natus Vincere,TRUE,Varus,Yunara,Gwen,Nautilus,Yone,Aurora,Jayce,Taliyah,Pantheon,Wukong,Ryze,Rumble,Sivir,Aphelios,Lucian,Ezreal,Corki,Xayah,Alistar,Neeko
-32.436874999999986,2025-08-26T15:11:22.697Z,Movistar KOI,red,Team Vitality,TRUE,Azir,Maokai,Galio,Ziggs,Taliyah,Jarvan IV,Pantheon,Yunara,Rumble,Corki,Ryze,Orianna,Alistar,Xin Zhao,Neeko,Nocturne,Rell,Rakan,Aurora,Poppy
-32.436874999999986,2025-08-26T16:15:52.541Z,Movistar KOI,blue,Team Vitality,TRUE,Annie,Azir,Varus,Galio,Renekton,Taliyah,Gwen,Yasuo,Xin Zhao,Wukong,Yone,Nautilus,Alistar,Akali,Kai'Sa,Ziggs,Twisted Fate,Sivir,Braum,Xayah
-20,2025-09-08T15:06:49.188Z,Movistar KOI,blue,Fnatic,FALSE,Yunara,Azir,Rumble,Pantheon,Poppy,Vi,Varus,Orianna,Wukong,Xin Zhao,Galio,Sivir,Alistar,Jax,Neeko,Yorick,Rell,Xayah,Rakan,Aurora
-20,2025-09-08T16:10:11.110Z,Movistar KOI,blue,Fnatic,TRUE,Annie,Azir,Poppy,Yunara,Rumble,Taliyah,Pantheon,Kai'Sa,Gwen,Akali,Tristana,Vi,Braum,Nautilus,Aphelios,Ahri,Neeko,Alistar,Yone,Corki
-20,2025-09-08T17:00:53.149Z,Movistar KOI,red,Fnatic,TRUE,Taliyah,Rumble,Nautilus,Lucian,Yunara,Azir,Ezreal,Ryze,Aphelios,Annie,Poppy,Nocturne,Ambessa,Thresh,Bard,Sion,Braum,K'Sante,Jarvan IV,Yorick
-20,2025-09-08T18:03:37.436Z,Movistar KOI,red,Fnatic,FALSE,Ambessa,Rumble,Renata Glasc,Trundle,Yunara,Azir,Nautilus,Taliyah,Jinx,Viktor,Sion,Rek'Sai,Zed,Volibear,Zeri,Lillia,Leona,Twitch,Ivern,Qiyana
-20,2025-09-08T18:55:30.166Z,Movistar KOI,blue,Fnatic,TRUE,Lucian,Azir,Jax,Yunara,Jayce,Rumble,Ambessa,Renekton,Maokai,Sejuani,Zeri,Smolder,Sylas,Caitlyn,Milio,Blitzcrank,Trundle,Ziggs,Bard,LeBlanc
-14,2025-09-14T15:09:05.846Z,Movistar KOI,blue,G2 Esports,FALSE,Poppy,Ambessa,Jarvan IV,Yunara,Varus,Pantheon,Azir,Taliyah,Xin Zhao,Wukong,Sion,Kled,Neeko,Kai'Sa,Alistar,Rakan,Rell,Sivir,Braum,Zeri
-14,2025-09-14T16:09:24.912Z,Movistar KOI,blue,G2 Esports,FALSE,Poppy,Ambessa,Morgana,Yunara,Xayah,Varus,Yorick,Renekton,Trundle,Pantheon,Galio,Orianna,Rumble,Jax,Neeko,Cho'Gath,Corki,Kai'Sa,Rakan,Alistar
-14,2025-09-14T18:10:53.725Z,Movistar KOI,red,G2 Esports,FALSE,Ambessa,Maokai,Rumble,Poppy,Varus,Morgana,Yunara,Vi,Nautilus,Renata Glasc,K'Sante,Jinx,Nocturne,Aurora,Skarner,Viktor,Gnar,Tristana,Zyra,Ziggs
-1,2025-09-27T15:15:18.727Z,Movistar KOI,blue,Fnatic,TRUE,Yone,Azir,Orianna,Yunara,Ryze,Poppy,Taliyah,Galio,Vi,Pantheon,Ambessa,Kai'Sa,Xayah,Neeko,Sivir,Rakan,Rek'Sai,Tristana,Alistar,Gragas
-1,2025-09-27T16:09:52.250Z,Movistar KOI,red,Fnatic,FALSE,Neeko,Azir,Poppy,Yunara,Cassiopeia,Ryze,Orianna,Rumble,Wukong,Xayah,Rakan,Yone,Aurora,Ezreal,Sion,Zeri,Rell,Nocturne,Ornn,Corki
-1,2025-09-27T17:05:46.527Z,Movistar KOI,blue,Fnatic,TRUE,Aurora,Azir,Poppy,Yunara,Cassiopeia,Ryze,Jarvan IV,Xin Zhao,Viktor,Zeri,Nautilus,Braum,Akali,Ezreal,Aurelion Sol,Vayne,Lucian,Ziggs,K'Sante,Yorick
-1,2025-09-27T18:03:08.766Z,Movistar KOI,red,Fnatic,TRUE,Neeko,Yunara,Aurora,Azir,Sivir,Gwen,Varus,Sion,Ryze,Trundle,Hwei,Ezreal,Cho'Gath,Bard,Dr. Mundo,Karma,Naafiri,Leona,Poppy,Maokai
0,2025-09-28T15:14:45.614Z,Movistar KOI,blue,G2 Esports,FALSE,Taliyah,Azir,Poppy,Ambessa,Pantheon,Orianna,Yunara,Xayah,Rakan,Nautilus,Ryze,Cassiopeia,Rumble,Xin Zhao,Jarvan IV,K'Sante,Wukong,Sion,Maokai,Kled
0,2025-09-28T16:11:24.701Z,Movistar KOI,blue,G2 Esports,FALSE,Varus,Pantheon,Poppy,Ambessa,Taliyah,Azir,Orianna,Galio,Jarvan IV,Xin Zhao,K'Sante,Rek'Sai,Neeko,Bard,Braum,Kai'Sa,Alistar,Zeri,Rell,Sivir
0,2025-09-28T17:10:25.808Z,Movistar KOI,blue,G2 Esports,FALSE,Trundle,Varus,Poppy,Ambessa,Nocturne,Pantheon,Azir,Taliyah,Volibear,Kai'Sa,Neeko,Karma,Vi,Corki,Naafiri,Ezreal,Caitlyn,Skarner,Yorick,Sett
-616.495,2024-01-20T21:07:00Z,NRG,red,Cloud9,FALSE,Senna,Rumble,Corki,Ashe,Aphelios,Kalista,Azir,Lucian,Milio,Varus,Nautilus,Taliyah,Nocturne,Vi,Xin Zhao,Rell,Jarvan IV,Udyr,Viego,K'Sante
-615.495,2024-01-21T22:56:00Z,NRG,blue,Dignitas,TRUE,Udyr,Seraphine,Vi,Ashe,Rakan,Kalista,Corki,Lucian,Rumble,Senna,Tahm Kench,Milio,Tristana,Nocturne,Yone,Azir,Jayce,Rell,Xin Zhao,NA
-609.495,2024-01-27T21:11:00Z,NRG,red,100 Thieves,TRUE,Rumble,Seraphine,Kalista,Karma,Udyr,Corki,Varus,Vi,Ashe,K'Sante,Rakan,Jhin,Nocturne,Gwen,Jarvan IV,Twisted Fate,Jayce,Akali,Sejuani,Azir
-608.495,2024-01-28T21:52:00Z,NRG,blue,FlyQuest,TRUE,Orianna,Ashe,Vi,Jayce,Karma,Yone,Kalista,Varus,Corki,K'Sante,Azir,Sejuani,Nautilus,Olaf,Trundle,Aatrox,Darius,Rell,Ivern,Renata Glasc
-604.058125,2024-02-02T22:04:00Z,NRG,red,Team Liquid,TRUE,Ivern,Neeko,Kalista,Udyr,Jayce,Karma,Vi,Senna,K'Sante,Poppy,Azir,Tahm Kench,Ashe,Taliyah,Varus,Brand,Orianna,Ezreal,Bard,Graves
-603.058125,2024-02-03T23:38:00Z,NRG,blue,Shopify Rebellion,FALSE,Brand,Azir,Lillia,Orianna,Karma,Ivern,Ashe,Udyr,Varus,K'Sante,Kalista,Nautilus,Corki,Poppy,Twisted Fate,Tristana,Taliyah,Neeko,Nocturne,Sion
-602.058125,2024-02-04T23:20:00Z,NRG,blue,Immortals Progressive,FALSE,Karma,Ashe,Kalista,Senna,Udyr,Ivern,Maokai,Varus,Orianna,Jhin,K'Sante,Nocturne,Lillia,Zac,Vi,Rakan,Aatrox,LeBlanc,Viego,Leona
-596.058125,2024-02-10T21:05:00Z,NRG,blue,Cloud9,FALSE,Tristana,Ivern,Orianna,Ashe,Darius,Twisted Fate,Udyr,Varus,K'Sante,Senna,Tahm Kench,Azir,Hwei,Karma,Akali,Milio,Bard,Vi,Taliyah,Sejuani
-595.058125,2024-02-11T22:08:00Z,NRG,red,Dignitas,FALSE,Senna,Vi,Kalista,Karma,Varus,Rakan,Ivern,Orianna,Smolder,Tristana,Nautilus,Nocturne,Udyr,Rell,Kai'Sa,Malphite,Leona,Xayah,K'Sante,Zac
-573.62125,2024-03-02T22:55:00Z,NRG,blue,Team Liquid,TRUE,Kalista,Ivern,Ashe,Orianna,Twisted Fate,Taliyah,Senna,Azir,Seraphine,Nautilus,Aatrox,Rell,Hwei,Jax,Akali,Renekton,K'Sante,Volibear,Ahri,Poppy
-572.62125,2024-03-03T21:04:00Z,NRG,red,Immortals Progressive,TRUE,Twisted Fate,Orianna,Jayce,Ivern,Senna,Hwei,Volibear,Nautilus,Taliyah,Kalista,Azir,Varus,Renata Glasc,Vi,Ashe,Rumble,Poppy,Renekton,Thresh,Vayne
-567.62125,2024-03-08T23:29:00Z,NRG,blue,Shopify Rebellion,FALSE,Vi,Kalista,Volibear,Ivern,Karma,Ashe,Senna,Nautilus,Taliyah,Wukong,Neeko,Varus,Jayce,Sion,Rumble,Ahri,Renekton,Aatrox,Sejuani,Xin Zhao
